paper_trade_id,underlying,status,entry_time,probability_of_profit,expected_value,capital_at_risk,selected_score,leg_count
ase_pt_bc60609866cf4c0f,TEST,OPEN,2026-07-17 01:59:11.417429+00,0.5500,0.8582,168.83,0.7050,2
ase_pt_3847e37dbe01457c,TEST,OPEN,2026-07-17 01:59:11.174262+00,0.5500,-7.1139,1580.87,0.5050,2
ase_pt_3b1a8014c6fc4dd2,TEST,OPEN,2026-07-17 01:59:11.044992+00,0.5500,-7.1139,1580.87,0.5050,2
ase_pt_f8bf64f3692e4ea8,TEST,OPEN,2026-07-17 01:59:10.703972+00,0.5500,39.3476,100.04,0.7050,1
ase_pt_e5ccc8f977734766,TEST,OPEN,2026-07-17 01:59:10.634102+00,0.5500,106.0116,764.04,0.7050,1
ase_pt_6b35e0a20e884b30,TEST,OPEN,2026-07-17 01:59:10.545419+00,0.5500,31.4039,675.51,0.7050,1
ase_pt_a9753a5b1a1b4f5e,TEST,OPEN,2026-07-17 01:59:10.449838+00,0.5500,98.4659,1737.51,0.7050,1
ase_pt_9089a990edab441c,TEST,OPEN,2026-07-17 01:59:10.293047+00,0.5500,40.5034,491.56,0.7050,1
ase_pt_b4fa0790417d42e0,TEST,OPEN,2026-07-17 01:59:09.990656+00,0.5500,106.2454,233.56,0.7050,1
ase_pt_e4fbd56c2fba44d5,TEST,OPEN,2026-07-17 01:58:34.44395+00,0.5500,-0.3357,583.57,0.5050,8
ase_pt_274b14eb2f984158,TEST,OPEN,2026-07-17 01:58:34.14123+00,0.5500,2.5009,145.76,0.7050,6
ase_pt_bbd9a12dae4b4160,TEST,OPEN,2026-07-17 01:58:33.766955+00,0.5500,38.1081,424.19,0.7050,5
ase_pt_40462d8d32c14ee9,TEST,OPEN,2026-07-17 01:58:33.661593+00,0.5500,-0.1234,232.34,0.5050,4
ase_pt_e2ba930eaa534393,TEST,OPEN,2026-07-17 01:58:33.548257+00,0.5500,0.6671,263.29,0.7050,2
ase_pt_4d0273c3681a4f01,TEST,OPEN,2026-07-17 01:58:33.436739+00,0.5500,106.1571,109.29,0.7050,1
ase_pt_931dd6df28c1477d,TEST,OPEN,2026-07-17 01:58:33.35738+00,0.5500,2.7149,117.36,0.7050,2
ase_pt_f756f793419d420f,TEST,OPEN,2026-07-17 01:58:33.289413+00,0.5500,95.9490,963.62,0.7050,2
ase_pt_6eeb91756b384821,TEST,OPEN,2026-07-17 01:58:33.210136+00,0.5500,-2.6866,726.26,0.5050,4
ase_pt_9aa23c0340c74068,TEST,OPEN,2026-07-17 01:58:33.090291+00,0.5500,-2.1196,1041.36,0.5050,4
ase_pt_02fefa8de1fa4313,TEST,OPEN,2026-07-17 01:58:32.95818+00,0.5500,0.4493,5.94,0.7050,3
ase_pt_d2435f0b6b9843e7,TEST,OPEN,2026-07-17 01:58:32.874734+00,0.5500,0.8582,168.83,0.7050,2
ase_pt_e0a6c5ea0c7841ed,TEST,OPEN,2026-07-17 01:58:32.796136+00,0.5500,-2.4106,761.36,0.5050,4
ase_pt_57dc0fe985a24f4f,TEST,OPEN,2026-07-17 01:58:32.692278+00,0.5500,-0.7297,162.16,0.5050,2
ase_pt_e42209c2003d4359,TEST,OPEN,2026-07-17 01:58:32.624652+00,0.5500,-3.4584,972.84,0.5050,4
ase_pt_93a3a93c4f9f4e12,TEST,OPEN,2026-07-17 01:58:32.509698+00,0.5500,0.3838,74.09,0.7050,3
ase_pt_1170d8dc89b04e2d,TEST,OPEN,2026-07-17 01:58:32.284001+00,0.5500,97.7666,861.10,0.7050,2
ase_pt_0f937b112584409c,TEST,OPEN,2026-07-17 01:58:32.214648+00,0.5500,102.9914,671.43,0.7050,2
ase_pt_7da7c3b4e64846b4,TEST,OPEN,2026-07-17 01:58:32.102728+00,0.5500,-0.7297,162.16,0.5050,2
ase_pt_aaac37a07a91407d,TEST,OPEN,2026-07-17 01:58:32.010492+00,0.5500,102.9914,671.43,0.7050,2
ase_pt_3d55b52d40e74304,TEST,OPEN,2026-07-17 01:58:31.685913+00,0.5500,-2.7994,937.74,0.5050,4
ase_pt_52a1199441b842c2,TEST,OPEN,2026-07-17 01:58:31.600662+00,0.5500,1.6168,86.51,0.7050,4
ase_pt_76488e2737934974,TEST,OPEN,2026-07-17 01:58:31.485112+00,0.5500,2.7705,46.90,0.7050,2
ase_pt_fe02671f0c3b4c14,TEST,OPEN,2026-07-17 01:58:31.388542+00,0.5500,1.7339,21.86,0.7050,2
ase_pt_fb84854ccb4f40ab,TEST,OPEN,2026-07-17 01:58:31.300344+00,0.5500,3.6276,466.64,0.7050,4
ase_pt_a1c8e3c5b81941d4,TEST,OPEN,2026-07-17 01:58:31.139838+00,0.5500,-2.1196,1041.36,0.5050,4
ase_pt_f8dc673d2e074d35,TEST,OPEN,2026-07-17 01:58:30.975891+00,0.5500,-2.4106,761.36,0.5050,4
ase_pt_7c43d64b976b406e,TEST,OPEN,2026-07-17 01:58:30.729077+00,0.5500,1.3928,83.72,0.7050,3
ase_pt_e2c2f6a10bdb4b99,TEST,OPEN,2026-07-17 01:58:30.458607+00,0.5500,1.3928,83.72,0.7050,3
ase_pt_662b1d2e3f3b4a8c,TEST,OPEN,2026-07-17 01:58:30.093006+00,0.5500,39.7884,950.81,0.7050,2
ase_pt_e79f6d8cdfbc417d,TEST,OPEN,2026-07-17 01:58:30.027766+00,0.5500,102.8397,429.07,0.7050,2
ase_pt_64cba35090f74aaf,TEST,OPEN,2026-07-17 01:58:29.785535+00,0.5500,-3.2010,1349.70,0.5050,4
ase_pt_2a71b6dad9324f42,TEST,OPEN,2026-07-17 01:58:29.629972+00,0.5500,-2.6866,726.26,0.5050,4
ase_pt_0c5895db0d4c4a51,TEST,OPEN,2026-07-17 01:58:29.561524+00,0.5500,-3.4584,972.84,0.5050,4
ase_pt_033247baa7c14f4a,TEST,OPEN,2026-07-17 01:58:29.391902+00,0.5500,-2.4106,761.36,0.5050,4
ase_pt_41fa6adf243d4784,TEST,OPEN,2026-07-17 01:58:29.200991+00,0.5500,-2.5882,801.12,0.5050,4
ase_pt_5b48b5fc0a3f40de,TEST,OPEN,2026-07-17 01:58:29.090345+00,0.5500,-4.0980,1303.00,0.5050,8
ase_pt_e8ac703556ed4ca8,TEST,OPEN,2026-07-17 01:58:28.948303+00,0.5500,-2.2023,677.83,0.5050,4
ase_pt_651c3abf1f1f4b08,TEST,OPEN,2026-07-17 01:58:28.73607+00,0.5500,-2.3938,712.93,0.5050,4
ase_pt_24d5f67c97a24cf4,TEST,OPEN,2026-07-17 01:58:28.649508+00,0.5500,3.3566,184.64,0.7050,4
ase_pt_2af95b3f1e834dbb,TEST,OPEN,2026-07-17 01:58:28.476302+00,0.5500,-3.5754,946.04,0.5050,4
ase_pt_32be02a6f8b348be,TEST,OPEN,2026-07-17 01:58:28.23664+00,0.5500,-1.7180,629.40,0.5050,4
ase_pt_0dd0cca698e3471b,TEST,OPEN,2026-07-17 01:58:28.116115+00,0.5500,-2.4106,761.36,0.5050,4
ase_pt_48205beec76749a1,TEST,OPEN,2026-07-17 01:58:27.875208+00,0.5500,0.3838,74.09,0.7050,3
ase_pt_81d56157029f4bbc,TEST,OPEN,2026-07-17 01:58:27.760302+00,0.5500,-0.5215,454.43,0.5050,3
ase_pt_071adb86c61641aa,TEST,OPEN,2026-07-17 01:58:27.617797+00,0.5500,0.8986,11.88,0.7050,6
ase_pt_b592a8277a61404c,TEST,OPEN,2026-07-17 01:58:27.446462+00,0.5500,0.1373,0.84,0.7050,3
ase_pt_d6e7b562298d4374,TEST,OPEN,2026-07-17 01:58:27.226992+00,0.5500,1.2069,56.13,0.7050,3
ase_pt_5bab2972c84849cd,TEST,OPEN,2026-07-17 01:58:27.011881+00,0.5500,0.7677,117.29,0.7050,3
ase_pt_713448510d67452d,TEST,OPEN,2026-07-17 01:58:25.691879+00,0.5500,0.2176,203.18,0.7050,3
ase_pt_6117d75ace464771,TEST,OPEN,2026-07-17 01:58:25.484692+00,0.5500,0.2584,150.98,0.7050,3
ase_pt_61db83e800514e09,TEST,OPEN,2026-07-17 01:58:25.168365+00,0.5500,0.2584,150.98,0.7050,3
ase_pt_f7e0e8d95161439f,TEST,OPEN,2026-07-17 01:58:24.968365+00,0.5500,-1.3478,794.78,0.5050,4
ase_pt_001f7af9440e43f5,TEST,OPEN,2026-07-17 01:58:24.779604+00,0.5500,0.4493,5.94,0.7050,3
ase_pt_2fc2f3bd813c4201,TEST,OPEN,2026-07-17 01:58:24.606361+00,0.5500,0.4493,5.94,0.7050,3
ase_pt_c7a2f3b519e24441,TEST,OPEN,2026-07-17 01:58:24.39706+00,0.5500,1.7946,250.64,0.7050,4
ase_pt_b2ca50de093b4563,TEST,OPEN,2026-07-17 01:58:24.272376+00,0.5500,0.6678,324.32,0.7050,4
ase_pt_57079b3931a14d23,TEST,OPEN,2026-07-17 01:58:23.8444+00,0.5500,104.2176,902.44,0.7050,4
ase_pt_bce325b6dbd949b5,TEST,OPEN,2026-07-17 01:58:23.720304+00,0.5500,-2.1196,1041.36,0.5050,4
ase_pt_7a7c2d1c8e31410e,TEST,OPEN,2026-07-17 01:58:23.400259+00,0.5500,99.3667,1033.90,0.7050,2
ase_pt_61163c0323cd45fc,TEST,OPEN,2026-07-17 01:58:23.134503+00,0.5500,209.6075,980.39,0.7050,2
ase_pt_072a3bfdbe32476a,TEST,OPEN,2026-07-17 01:58:22.839548+00,0.5500,97.7666,861.10,0.7050,2
ase_pt_00a319c736ae4b1d,TEST,OPEN,2026-07-17 01:58:22.693165+00,0.5500,102.9914,671.43,0.7050,2
ase_pt_328f936a7b994ec1,TEST,OPEN,2026-07-17 01:58:22.412451+00,0.5500,-1.0254,570.14,0.5050,2
ase_pt_28ea289d06244a2c,TEST,OPEN,2026-07-17 01:58:22.192593+00,0.5500,0.6678,324.32,0.7050,4
ase_pt_aa854a4440c0485e,TEST,OPEN,2026-07-17 01:58:21.765168+00,0.5500,0.9392,358.48,0.7050,2
ase_pt_0696a7501e5a4b86,TEST,OPEN,2026-07-17 01:58:21.62347+00,0.5500,0.9392,358.48,0.7050,2
ase_pt_e24cb20825964481,TEST,OPEN,2026-07-17 01:58:21.467683+00,0.5500,0.2391,217.07,0.7050,2
ase_pt_82ada73b5e58432a,TEST,OPEN,2026-07-17 01:58:21.257058+00,0.5500,-7.1139,1580.87,0.5050,2
ase_pt_56ec12c833d3410d,TEST,OPEN,2026-07-17 01:58:21.201977+00,0.5500,-7.1139,1580.87,0.5050,2
ase_pt_79e593a33bc8450e,TEST,OPEN,2026-07-17 01:58:21.003509+00,0.5500,1.8670,352.22,0.7050,4
ase_pt_468a12d81bfa4bbe,TEST,OPEN,2026-07-17 01:58:20.941188+00,0.5500,0.2420,305.55,0.7050,2
ase_pt_25965cdfc2b84bb7,TEST,OPEN,2026-07-17 01:58:20.562727+00,0.5500,0.2391,217.07,0.7050,2
ase_pt_1cdfe82457184b5e,TEST,OPEN,2026-07-17 01:58:20.38576+00,0.5500,0.0653,447.01,0.7050,2
ase_pt_d76fb2bccf7b4907,TEST,OPEN,2026-07-17 01:58:20.310038+00,0.5500,0.0653,447.01,0.7050,2
ase_pt_e11d456d41a84455,TEST,OPEN,2026-07-17 01:58:20.235792+00,0.5500,0.3576,293.99,0.7050,2
ase_pt_413893ee62984e99,TEST,OPEN,2026-07-17 01:58:20.012399+00,0.5500,-4.5609,1013.54,0.5050,2
ase_pt_583071390312407f,TEST,OPEN,2026-07-17 01:58:19.849149+00,0.5500,-4.5609,1013.54,0.5050,2
ase_pt_348d05419ab448e7,TEST,OPEN,2026-07-17 01:58:19.74484+00,0.5500,0.3339,162.16,0.7050,2
ase_pt_76bbcd4f1f4f4321,TEST,OPEN,2026-07-17 01:58:19.663561+00,0.5500,-0.6647,597.66,0.5050,4
ase_pt_e1b81c458fdd4e71,TEST,OPEN,2026-07-17 01:58:19.380993+00,0.5500,-0.3324,298.83,0.5050,2
ase_pt_30c9f7f099f04656,TEST,OPEN,2026-07-17 01:58:19.259351+00,0.5500,0.0945,191.23,0.7050,2
ase_pt_922c42b2e24d4fb5,TEST,OPEN,2026-07-17 01:58:19.135972+00,0.5500,0.3339,162.16,0.7050,2
ase_pt_99cb0be7029b4a82,TEST,OPEN,2026-07-17 01:58:18.960895+00,0.5500,0.3339,162.16,0.7050,2
ase_pt_2b6fcc40f3494051,TEST,OPEN,2026-07-17 01:58:18.838491+00,0.5500,1.1837,67.53,0.7050,4
ase_pt_b31a4d1261f343e9,TEST,OPEN,2026-07-17 01:58:18.691093+00,0.5500,1.1837,67.53,0.7050,4
ase_pt_9f12756001424bb1,TEST,OPEN,2026-07-17 01:58:18.292515+00,0.5500,2.7755,108.00,0.7050,2
ase_pt_01fef25551624710,TEST,OPEN,2026-07-17 01:58:18.088417+00,0.5500,-1.2053,380.68,0.5050,2
ase_pt_3a64d9fcbff1414d,TEST,OPEN,2026-07-17 01:58:17.825764+00,0.5500,3.9773,728.12,0.7050,2
ase_pt_1aeab363df7b46d9,TEST,OPEN,2026-07-17 01:58:17.764029+00,0.5500,2.5365,261.15,0.7050,2
ase_pt_1f5c6dbfe19748df,TEST,OPEN,2026-07-17 01:58:17.641509+00,0.5500,0.2964,91.91,0.7050,2
ase_pt_40905bcdfaae4348,TEST,OPEN,2026-07-17 01:58:17.555956+00,0.5500,-0.9266,277.46,0.5050,2
ase_pt_bf38b5588ca045ca,TEST,OPEN,2026-07-17 01:58:17.471463+00,0.5500,-0.8590,314.70,0.5050,2
ase_pt_36741c707c0f4b62,TEST,OPEN,2026-07-17 01:58:17.340728+00,0.5500,1.2750,101.30,0.7050,2
ase_pt_38c8440699ab4e45,TEST,OPEN,2026-07-17 01:58:17.258841+00,0.5500,0.0270,177.15,0.6590,2
ase_pt_19d58ab0083c4d4e,TEST,OPEN,2026-07-17 01:58:17.162931+00,0.5500,0.8582,168.83,0.7050,2
ase_pt_549092c247454f84,TEST,OPEN,2026-07-17 01:58:17.091973+00,0.5500,2.7755,108.00,0.7050,2
ase_pt_bda5c6e34e8646be,TEST,OPEN,2026-07-17 01:58:17.005368+00,0.5500,-1.2053,380.68,0.5050,2
ase_pt_0ee34056a5ba483e,TEST,OPEN,2026-07-17 01:58:16.925079+00,0.5500,3.9773,728.12,0.7050,2
ase_pt_3c7ddbca75b940eb,TEST,OPEN,2026-07-17 01:58:16.797823+00,0.5500,2.5365,261.15,0.7050,2
ase_pt_8fc139721c9c4d94,TEST,OPEN,2026-07-17 01:58:16.65485+00,0.5500,0.2964,91.91,0.7050,2
ase_pt_efe0d09f127f4b5e,TEST,OPEN,2026-07-17 01:58:16.588811+00,0.5500,-0.9266,277.46,0.5050,2
ase_pt_259c9ec7c0bb44ad,TEST,OPEN,2026-07-17 01:58:16.530058+00,0.5500,-0.8590,314.70,0.5050,2
ase_pt_81d385620a0340d0,TEST,OPEN,2026-07-17 01:58:16.468921+00,0.5500,1.2750,101.30,0.7050,2
ase_pt_90aebf88d50e4c5e,TEST,OPEN,2026-07-17 01:58:16.386998+00,0.5500,0.0270,177.15,0.6590,2
ase_pt_ab7790faa1c546cf,TEST,OPEN,2026-07-17 01:58:16.301297+00,0.5500,0.8582,168.83,0.7050,2
ase_pt_426a457a5c514b82,TEST,OPEN,2026-07-17 01:58:16.085037+00,0.5500,-7.1139,1580.87,0.5050,2
ase_pt_2131ca79b52849e6,TEST,OPEN,2026-07-17 01:58:16.013875+00,0.5500,-7.1139,1580.87,0.5050,2
ase_pt_5777f328ee784956,TEST,OPEN,2026-07-17 01:58:15.627975+00,0.5500,39.3476,100.04,0.7050,1
ase_pt_09120c21e9ab423c,TEST,OPEN,2026-07-17 01:58:15.488734+00,0.5500,106.0116,764.04,0.7050,1
ase_pt_b81ee0040f7d4f04,TEST,OPEN,2026-07-17 01:58:15.421556+00,0.5500,31.4039,675.51,0.7050,1
ase_pt_3795820de110476a,TEST,OPEN,2026-07-17 01:58:15.358676+00,0.5500,98.4659,1737.51,0.7050,1
ase_pt_82123c62b1164c60,TEST,OPEN,2026-07-17 01:58:14.959715+00,0.5500,40.5034,491.56,0.7050,1
ase_pt_31a61421b62646dc,TEST,OPEN,2026-07-17 01:58:14.594377+00,0.5500,106.2454,233.56,0.7050,1
ase_pt_e5231e71990f4568,AAPL,OPEN,2026-07-17 01:36:33.682996+00,0.5200,1.0000,960.00,58.0000,3
ase_pt_441256588f4a4d41,AAPL,OPEN,2026-07-17 01:36:33.645003+00,0.5200,1.0000,805.65,58.0000,2
ase_pt_413ea62f4d2f4494,AAPL,OPEN,2026-07-17 01:36:33.614699+00,0.5200,1.0000,1179.57,58.0000,2
ase_pt_d08c204af0aa4d79,AAPL,OPEN,2026-07-17 01:36:33.582657+00,0.5200,1.0000,811.00,58.0000,4
ase_pt_bacc84d4772d447c,AAPL,OPEN,2026-07-17 01:36:33.550787+00,0.5200,1.0000,265.00,58.0000,3
ase_pt_14f3d29356e1406e,AAPL,OPEN,2026-07-17 01:36:33.519311+00,0.5200,1.0000,560.00,58.0000,2
ase_pt_0b70f91107a2450c,AAPL,OPEN,2026-07-17 01:36:33.488644+00,0.5200,1.0000,225.00,58.0000,2
ase_pt_ea65248f920c4afd,AAPL,OPEN,2026-07-17 01:36:33.454421+00,0.5200,1.0000,690.00,58.0000,2
ase_pt_128484047a824332,AAPL,OPEN,2026-07-17 01:36:33.422326+00,0.5200,1.0000,795.00,58.0000,2
ase_pt_f81f75f7f93c45bd,AAPL,OPEN,2026-07-17 01:36:33.390823+00,0.5200,1.0000,725.00,58.0000,1
ase_pt_425af45e774a4d75,AAPL,OPEN,2026-07-17 01:36:33.196458+00,0.5500,1.2000,570.00,63.0000,2
ase_pt_6cb43827aca54901,AAPL,OPEN,2026-07-17 01:32:55.435719+00,0.5200,1.0000,960.00,58.0000,3
ase_pt_f03d8213adaf4693,AAPL,OPEN,2026-07-17 01:32:55.4061+00,0.5200,1.0000,805.65,58.0000,2
ase_pt_c9285bac7ab4456a,AAPL,OPEN,2026-07-17 01:32:55.375859+00,0.5200,1.0000,1179.57,58.0000,2
ase_pt_bdd79945f43049f0,AAPL,OPEN,2026-07-17 01:32:55.346814+00,0.5200,1.0000,811.00,58.0000,4
ase_pt_bf1cf12068b3467c,AAPL,OPEN,2026-07-17 01:32:55.315618+00,0.5200,1.0000,265.00,58.0000,3
ase_pt_16386550e4ec40a8,AAPL,OPEN,2026-07-17 01:32:55.282104+00,0.5200,1.0000,560.00,58.0000,2
ase_pt_117a109ec5dd4070,AAPL,OPEN,2026-07-17 01:32:55.251643+00,0.5200,1.0000,225.00,58.0000,2
ase_pt_f90caba5eb23474c,AAPL,OPEN,2026-07-17 01:32:55.221466+00,0.5200,1.0000,690.00,58.0000,2
ase_pt_06792981111b4143,AAPL,OPEN,2026-07-17 01:32:55.189311+00,0.5200,1.0000,795.00,58.0000,2
ase_pt_35fc776144e54a4b,AAPL,OPEN,2026-07-17 01:32:55.161612+00,0.5200,1.0000,725.00,58.0000,1
ase_pt_c07afef2857d49ed,AAPL,OPEN,2026-07-17 01:32:55.120723+00,0.5500,1.2000,570.00,63.0000,2
ase_pt_1c70e2ed36e748c0,AAPL,OPEN,2026-07-17 01:32:06.424483+00,0.5200,1.0000,960.00,58.0000,3
ase_pt_fe5c39faa9ff45bb,AAPL,OPEN,2026-07-17 01:32:06.389612+00,0.5200,1.0000,805.65,58.0000,2
ase_pt_f417c1e1b7594d6f,AAPL,OPEN,2026-07-17 01:32:06.357699+00,0.5200,1.0000,1179.57,58.0000,2
ase_pt_341bcf3e6977437d,AAPL,OPEN,2026-07-17 01:32:06.323925+00,0.5200,1.0000,811.00,58.0000,4
ase_pt_dc09b5d14ef44603,AAPL,OPEN,2026-07-17 01:32:06.290942+00,0.5200,1.0000,265.00,58.0000,3
ase_pt_50cee139dd5f4d1b,AAPL,OPEN,2026-07-17 01:32:06.257596+00,0.5200,1.0000,560.00,58.0000,2
ase_pt_556516fdaa6346da,AAPL,OPEN,2026-07-17 01:32:06.226287+00,0.5200,1.0000,225.00,58.0000,2
ase_pt_e93e30f16e154e46,AAPL,OPEN,2026-07-17 01:32:06.193952+00,0.5200,1.0000,690.00,58.0000,2
ase_pt_9348885232d04d4e,AAPL,OPEN,2026-07-17 01:32:06.161879+00,0.5200,1.0000,795.00,58.0000,2
ase_pt_99857ff17e444244,AAPL,OPEN,2026-07-17 01:32:06.119568+00,0.5200,1.0000,725.00,58.0000,1
ase_pt_ecffd21d1e71478d,AAPL,OPEN,2026-07-17 01:32:05.807977+00,0.5500,1.2000,570.00,63.0000,2
ase_pt_recov60bef90e,RECOV,OPEN,2026-07-17 00:42:35.552815+00,,,,,
ase_pt_dupe331cd94,DEDUP,OPEN,2026-07-17 00:42:35.459799+00,,,,,
ase_pt_recov4553d966,RECOV,OPEN,2026-07-17 00:33:56.370518+00,,,,,
ase_pt_dup19eec447,DEDUP,OPEN,2026-07-17 00:33:56.202756+00,,,,,
6722442a-9163-4788-9373-f65269b94b91,IDEM,OPEN,2026-07-17 00:01:08.052464+00,,,,,
b03130d2-0cee-4f93-824d-d6f11d7cc728,RECOV,OPEN,2026-07-17 00:01:07.477886+00,,,,,
20157ae9-32da-45fc-a9d9-e752ebf0e648,IDEM,OPEN,2026-07-17 00:00:56.536283+00,,,,,
ff3d3060-01e3-4dbf-b1e0-3bee598f98b8,RECOV,OPEN,2026-07-17 00:00:56.158979+00,,,,,
7177564a-d89b-4df9-acf8-185a039cb988,IDEM,OPEN,2026-07-16 23:57:08.341967+00,,,,,
54237336-78d6-47d1-8953-099fe6c47cc6,RECOV,OPEN,2026-07-16 23:57:08.199502+00,,,,,
e82cc1c4-4c6c-4274-b5ec-b30516055bd0,IDEM,OPEN,2026-07-16 23:56:56.739888+00,,,,,
dd6e38d0-d15c-40a1-8e3a-ec7761f207db,RECOV,OPEN,2026-07-16 23:56:56.588111+00,,,,,
92641d00-8109-4e8c-ae63-38f7783c5e2d,IDEM,OPEN,2026-07-16 23:55:56.148724+00,,,,,
9e0071ca-52f1-4169-bd60-0464cb0d9dc0,RECOV,OPEN,2026-07-16 23:55:56.059215+00,,,,,
d40e1619-1e97-44d2-a419-7cfcc9538d77,IDEM,OPEN,2026-07-16 23:55:48.080005+00,,,,,
b871c129-50c6-4b17-be21-d0c07c524b75,RECOV,OPEN,2026-07-16 23:55:47.833788+00,,,,,
881a3b77-faa9-42dd-9dc0-6b8300bf16b0,IDEM,OPEN,2026-07-16 23:50:51.31647+00,,,,,
3b6432ea-d919-47f2-9879-748010521be4,RECOV,OPEN,2026-07-16 23:50:51.165988+00,,,,,
