id,paper_trade_id,buy_or_sell,asset_type,delta
1313,ase_pt_43c4c77038f3406c,SHORT,PUT,-0.0500
1315,ase_pt_40bdf8a07f154dda,SHORT,PUT,-0.0500
993,ase_pt_bf9746964617425a,SHORT,PUT,-0.0500
353,ase_pt_fe02671f0c3b4c14,SHORT,PUT,-0.0500
2111,ase_pt_98831dcb66714fbe,SHORT,PUT,-0.0500
995,ase_pt_305c8be299544ad0,SHORT,PUT,-0.0500
1791,ase_pt_c1e850d101f94cfc,SHORT,PUT,-0.0500
1793,ase_pt_c1c2c821260347b3,SHORT,PUT,-0.0500
673,ase_pt_186926e1febe450d,SHORT,PUT,-0.0500
355,ase_pt_76488e2737934974,SHORT,PUT,-0.0500
675,ase_pt_14f0366b84ad46a1,SHORT,PUT,-0.0500
1246,ase_pt_64f79423f4d24f3e,LONG,PUT,-0.0800
606,ase_pt_efa0f89d97a54617,LONG,PUT,-0.0800
1724,ase_pt_7551bc0b96784b8d,LONG,PUT,-0.0800
2044,ase_pt_19b4607ee28b4e4b,LONG,PUT,-0.0800
286,ase_pt_2af95b3f1e834dbb,LONG,PUT,-0.0800
926,ase_pt_762319e20bcf4980,LONG,PUT,-0.0800
420,ase_pt_e4fbd56c2fba44d5,LONG,PUT,-0.0900
1380,ase_pt_e2570da6158e4bf8,LONG,PUT,-0.0900
1060,ase_pt_eacf187fc03e42a8,LONG,PUT,-0.0900
1858,ase_pt_0910e43b7e134256,LONG,PUT,-0.0900
2178,ase_pt_3f2458b9297a4ad0,LONG,PUT,-0.0900
740,ase_pt_5a58675379e94007,LONG,PUT,-0.0900
1732,ase_pt_c13e4aa9be584415,LONG,PUT,-0.1000
2056,ase_pt_f0cf4e295eb34ac4,LONG,PUT,-0.1000
938,ase_pt_6902ab81fd5c473c,LONG,PUT,-0.1000
942,ase_pt_1ec92c1858a942b5,LONG,PUT,-0.1000
622,ase_pt_0e9c0584c7a24633,LONG,PUT,-0.1000
618,ase_pt_7de534e9fe6345cb,LONG,PUT,-0.1000
1790,ase_pt_c1e850d101f94cfc,LONG,PUT,-0.1000
958,ase_pt_10e90105a8cd4fd0,LONG,PUT,-0.1000
614,ase_pt_a8b9f5ecf5284755,LONG,PUT,-0.1000
962,ase_pt_d742e132255243af,LONG,PUT,-0.1000
2159,ase_pt_746387e359af4fd9,SHORT,PUT,-0.1000
1760,ase_pt_bfcbb0e9be454d9a,LONG,PUT,-0.1000
1354,ase_pt_6a0fee0e6c994c43,LONG,PUT,-0.1000
1756,ase_pt_01cb82e33a8c4e04,LONG,PUT,-0.1000
1335,ase_pt_c5be21acb3394fec,LONG,PUT,-0.1000
2110,ase_pt_98831dcb66714fbe,LONG,PUT,-0.1000
992,ase_pt_bf9746964617425a,LONG,PUT,-0.1000
1015,ase_pt_496875cb2f7d476e,LONG,PUT,-0.1000
1258,ase_pt_e78a52d34182482d,LONG,PUT,-0.1000
1254,ase_pt_3bcc9c0b31ff49f3,LONG,PUT,-0.1000
695,ase_pt_071c68cb9fa54058,LONG,PUT,-0.1000
1262,ase_pt_70ff8734f7804dad,LONG,PUT,-0.1000
1361,ase_pt_a81db8b53b0a4269,SHORT,PUT,-0.1000
672,ase_pt_186926e1febe450d,LONG,PUT,-0.1000
1312,ase_pt_43c4c77038f3406c,LONG,PUT,-0.1000
2052,ase_pt_a84f030dddc84b5c,LONG,PUT,-0.1000
401,ase_pt_931dd6df28c1477d,SHORT,PUT,-0.1000
1740,ase_pt_937913978a7345bf,LONG,PUT,-0.1000
714,ase_pt_e2d687d64f954cd6,LONG,PUT,-0.1000
394,ase_pt_6eeb91756b384821,LONG,PUT,-0.1000
2060,ase_pt_a41cbde2d94b40f5,LONG,PUT,-0.1000
721,ase_pt_007d3f1af7e84a77,SHORT,PUT,-0.1000
1278,ase_pt_d63b61e91c314a4f,LONG,PUT,-0.1000
375,ase_pt_e42209c2003d4359,LONG,PUT,-0.1000
1041,ase_pt_e7d78e583530476c,SHORT,PUT,-0.1000
1282,ase_pt_4ed0eedc2d0047dd,LONG,PUT,-0.1000
352,ase_pt_fe02671f0c3b4c14,LONG,PUT,-0.1000
2133,ase_pt_8e69571ed93942dd,LONG,PUT,-0.1000
322,ase_pt_2a71b6dad9324f42,LONG,PUT,-0.1000
318,ase_pt_0c5895db0d4c4a51,LONG,PUT,-0.1000
2076,ase_pt_daf29f93819041a8,LONG,PUT,-0.1000
302,ase_pt_5b48b5fc0a3f40de,LONG,PUT,-0.1000
298,ase_pt_e8ac703556ed4ca8,LONG,PUT,-0.1000
294,ase_pt_651c3abf1f1f4b08,LONG,PUT,-0.1000
2080,ase_pt_5060831c6ba74a92,LONG,PUT,-0.1000
642,ase_pt_84bcc42a04404c1d,LONG,PUT,-0.1000
1736,ase_pt_8f40bc8450a040f2,LONG,PUT,-0.1000
638,ase_pt_949f8a36d9124d7b,LONG,PUT,-0.1000
1839,ase_pt_82b4b4830f9b44d1,SHORT,PUT,-0.1000
2152,ase_pt_9403ce850be042b9,LONG,PUT,-0.1000
1832,ase_pt_ae94e90407ed4ee8,LONG,PUT,-0.1000
1813,ase_pt_44733944cf074383,LONG,PUT,-0.1000
1034,ase_pt_8d400ce6441c4402,LONG,PUT,-0.1000
934,ase_pt_bfcfa9b74a7841ec,LONG,PUT,-0.1000
48,ase_pt_341bcf3e6977437d,LONG,PUT,-0.1200
98,ase_pt_d08c204af0aa4d79,LONG,PUT,-0.1200
73,ase_pt_bdd79945f43049f0,LONG,PUT,-0.1200
82,ase_pt_6cb43827aca54901,LONG,PUT,-0.1500
1288,ase_pt_00ab5dd704f449f7,LONG,PUT,-0.1500
661,ase_pt_cdcfed298b1248b7,LONG,PUT,-0.1500
1238,ase_pt_f22691ef3d444fab,LONG,PUT,-0.1500
57,ase_pt_1c70e2ed36e748c0,LONG,PUT,-0.1500
1323,ase_pt_24e97ff0df5b4982,LONG,PUT,-0.1500
1250,ase_pt_24bc62692c964244,SHORT,PUT,-0.1500
1045,ase_pt_8b9f1e603d544491,LONG,PUT,-0.1500
155,ase_pt_01fef25551624710,LONG,PUT,-0.1500
954,ase_pt_725a2fc7d4474ae9,LONG,PUT,-0.1500
2099,ase_pt_41a973774616430c,LONG,PUT,-0.1500
968,ase_pt_630c5bfba91c45a1,LONG,PUT,-0.1500
648,ase_pt_df0a266b5a764677,LONG,PUT,-0.1500
1728,ase_pt_06edc199b341480c,SHORT,PUT,-0.1500
1111,ase_pt_0a828b9ce657480c,SHORT,PUT,-0.1500
674,ase_pt_14f0366b84ad46a1,LONG,PUT,-0.1500
1779,ase_pt_5d288026450343df,LONG,PUT,-0.1500
2048,ase_pt_bfac9a1717b7484c,SHORT,PUT,-0.1500
1319,ase_pt_8d272733b82b486a,LONG,PUT,-0.1500
679,ase_pt_3c868bba84d748be,LONG,PUT,-0.1500
683,ase_pt_4e16f998994a497a,LONG,PUT,-0.1500
1585,ase_pt_4a739bd10d40478e,LONG,PUT,-0.1500
918,ase_pt_0e5e83ab54cb4538,LONG,PUT,-0.1500
1819,ase_pt_f3bb6a0a294543f3,LONG,PUT,-0.1500
1905,ase_pt_45c6ec985311418b,LONG,PUT,-0.1500
2139,ase_pt_8c37415feac34594,LONG,PUT,-0.1500
405,ase_pt_40462d8d32c14ee9,LONG,PUT,-0.1500
1913,ase_pt_f3ac3c34466c4fa7,LONG,PUT,-0.1500
610,ase_pt_f250e712b2084bc1,SHORT,PUT,-0.1500
701,ase_pt_b17fef4b11414c67,LONG,PUT,-0.1500
1003,ase_pt_f3afc3f4ede84b03,LONG,PUT,-0.1500
2086,ase_pt_b5a80c476a354e47,LONG,PUT,-0.1500
151,ase_pt_1aeab363df7b46d9,SHORT,PUT,-0.1500
1792,ase_pt_c1c2c821260347b3,LONG,PUT,-0.1500
1274,ase_pt_52d55444d36747a0,LONG,PUT,-0.1500
2036,ase_pt_793e28749bc24fce,LONG,PUT,-0.1500
1301,ase_pt_4a42f6e79939477c,LONG,PUT,-0.1500
1021,ase_pt_bed69d2bf32e4b21,LONG,PUT,-0.1500
1107,ase_pt_4ef17b0e1c6546f6,LONG,PUT,-0.1500
1365,ase_pt_01eead446acc456b,LONG,PUT,-0.1500
2121,ase_pt_668c2de047b24014,LONG,PUT,-0.1500
725,ase_pt_752066dea78b41bf,LONG,PUT,-0.1500
1909,ase_pt_f57567ca8d45430f,SHORT,PUT,-0.1500
1716,ase_pt_e1b41c6235bb41f8,LONG,PUT,-0.1500
381,ase_pt_e0a6c5ea0c7841ed,LONG,PUT,-0.1500
1843,ase_pt_e0d7f801595e436e,LONG,PUT,-0.1500
598,ase_pt_731523d79fb84a33,LONG,PUT,-0.1500
147,ase_pt_40905bcdfaae4348,LONG,PUT,-0.1500
1797,ase_pt_102122e7c9aa4c81,LONG,PUT,-0.1500
107,ase_pt_e5231e71990f4568,LONG,PUT,-0.1500
1593,ase_pt_9718d1dd9d2d406c,LONG,PUT,-0.1500
278,ase_pt_0dd0cca698e3471b,LONG,PUT,-0.1500
981,ase_pt_df0d1012524347fb,LONG,PUT,-0.1500
290,ase_pt_24d5f67c97a24cf4,SHORT,PUT,-0.1500
314,ase_pt_033247baa7c14f4a,LONG,PUT,-0.1500
363,ase_pt_3d55b52d40e74304,LONG,PUT,-0.1500
359,ase_pt_52a1199441b842c2,LONG,PUT,-0.1500
795,ase_pt_5dd2701e8ad6448e,LONG,PUT,-0.1500
1752,ase_pt_458f750d5f74431b,LONG,PUT,-0.1500
2072,ase_pt_17a87aa5b5ef41d5,LONG,PUT,-0.1500
354,ase_pt_76488e2737934974,LONG,PUT,-0.1500
1341,ase_pt_241e62fb9dec48f7,LONG,PUT,-0.1500
475,ase_pt_b544d413f1fa4fbe,LONG,PUT,-0.1500
994,ase_pt_305c8be299544ad0,LONG,PUT,-0.1500
471,ase_pt_422c7e1be7ac41bc,SHORT,PUT,-0.1500
999,ase_pt_dea8aa2dc202496f,LONG,PUT,-0.1500
341,ase_pt_f8dc673d2e074d35,LONG,PUT,-0.1500
2163,ase_pt_a96a5356fe294b6a,LONG,PUT,-0.1500
1801,ase_pt_da861c9b34664bdb,LONG,PUT,-0.1500
1314,ase_pt_40bdf8a07f154dda,LONG,PUT,-0.1500
1430,ase_pt_1a6d7d2e47dd4ead,LONG,PUT,-0.1500
467,ase_pt_dd6f5dcf3c9049ec,LONG,PUT,-0.1500
328,ase_pt_64cba35090f74aaf,LONG,PUT,-0.1500
791,ase_pt_81456c16dc9141dc,SHORT,PUT,-0.1500
787,ase_pt_13ff268f37fb45d6,LONG,PUT,-0.1500
1589,ase_pt_51aca08bd0af4f10,SHORT,PUT,-0.1500
2117,ase_pt_13f1551ef56f423a,LONG,PUT,-0.1500
1434,ase_pt_0e064b32f2734d4b,SHORT,PUT,-0.1500
2112,ase_pt_52ee7c4cf21442b2,LONG,PUT,-0.1500
634,ase_pt_ee9d189d54294c8a,LONG,PUT,-0.1500
1766,ase_pt_856dbff788e84c4c,LONG,PUT,-0.1500
1438,ase_pt_73e78dcd567f42e4,LONG,PUT,-0.1500
930,ase_pt_c5e54d1c2fad41cc,SHORT,PUT,-0.1500
1115,ase_pt_80b9c058175a4c61,LONG,PUT,-0.1500
1061,ase_pt_eacf187fc03e42a8,SHORT,PUT,-0.1800
1859,ase_pt_0910e43b7e134256,SHORT,PUT,-0.1800
741,ase_pt_5a58675379e94007,SHORT,PUT,-0.1800
2179,ase_pt_3f2458b9297a4ad0,SHORT,PUT,-0.1800
64,ase_pt_f90caba5eb23474c,SHORT,PUT,-0.1800
1381,ase_pt_e2570da6158e4bf8,SHORT,PUT,-0.1800
89,ase_pt_ea65248f920c4afd,SHORT,PUT,-0.1800
39,ase_pt_e93e30f16e154e46,SHORT,PUT,-0.1800
421,ase_pt_e4fbd56c2fba44d5,SHORT,PUT,-0.1800
1103,ase_pt_63b79671045a4aa2,SHORT,PUT,-0.2000
1635,ase_pt_9d28f94eaeaf4126,SHORT,PUT,-0.2000
991,ase_pt_3f620ebb349a4df9,SHORT,PUT,-0.2000
1748,ase_pt_f44fe45a5946442a,LONG,PUT,-0.2000
1645,ase_pt_f02c2b0e4ea846d5,SHORT,PUT,-0.2000
2097,ase_pt_c63b5ebecfbb40ba,LONG,PUT,-0.2000
1353,ase_pt_1dfa879e84f34a36,LONG,PUT,-0.2000
1737,ase_pt_8f40bc8450a040f2,SHORT,PUT,-0.2000
2157,ase_pt_81f372c0b5194ee7,LONG,PUT,-0.2000
1903,ase_pt_24a77f31cca74e21,LONG,PUT,-0.2000
1725,ase_pt_7551bc0b96784b8d,SHORT,PUT,-0.2000
1720,ase_pt_2611a56fa69b4883,LONG,PUT,-0.2000
1033,ase_pt_d3b5f2da35984057,LONG,PUT,-0.2000
1663,ase_pt_9ad847fa6c644d6e,LONG,PUT,-0.2000
1035,ase_pt_8d400ce6441c4402,SHORT,PUT,-0.2000
1039,ase_pt_854cdbc63d0e4302,LONG,PUT,-0.2000
161,ase_pt_b31a4d1261f343e9,LONG,PUT,-0.2000
2105,ase_pt_b18fa90299b1435f,LONG,PUT,-0.2000
1901,ase_pt_4ee635f1de7648c7,SHORT,PUT,-0.2000
1675,ase_pt_971b825f23974ec3,SHORT,PUT,-0.2000
1995,ase_pt_07b1b4e5014545b3,SHORT,PUT,-0.2000
2109,ase_pt_afbccbf809824372,SHORT,PUT,-0.2000
1064,ase_pt_eacf187fc03e42a8,LONG,PUT,-0.2000
1283,ase_pt_4ed0eedc2d0047dd,SHORT,PUT,-0.2000
1270,ase_pt_6a6f8dd6d8d04180,LONG,PUT,-0.2000
619,ase_pt_7de534e9fe6345cb,SHORT,PUT,-0.2000
1355,ase_pt_6a0fee0e6c994c43,SHORT,PUT,-0.2000
1259,ase_pt_e78a52d34182482d,SHORT,PUT,-0.2000
1919,ase_pt_c319fad03c394a4c,LONG,PUT,-0.2000
481,ase_pt_e182672b33fc4791,LONG,PUT,-0.2000
630,ase_pt_e89c1dfca5f44779,LONG,PUT,-0.2000
1426,ase_pt_7867db8a72a541c5,SHORT,PUT,-0.2000
1428,ase_pt_26a9bf53b4d14255,LONG,PUT,-0.2000
465,ase_pt_e80dd2b5c261433a,LONG,PUT,-0.2000
463,ase_pt_1d7c0f90a07c44e7,SHORT,PUT,-0.2000
2040,ase_pt_b0eeb4319ad54360,LONG,PUT,-0.2000
557,ase_pt_2890588a8d2f4473,SHORT,PUT,-0.2000
643,ase_pt_84bcc42a04404c1d,SHORT,PUT,-0.2000
1444,ase_pt_b561dca737e64954,LONG,PUT,-0.2000
225,ase_pt_bce325b6dbd949b5,LONG,PUT,-0.2000
207,ase_pt_aa854a4440c0485e,SHORT,PUT,-0.2000
1247,ase_pt_64f79423f4d24f3e,SHORT,PUT,-0.2000
1242,ase_pt_cc496e3791394bdd,LONG,PUT,-0.2000
545,ase_pt_fd8f510a65cb426a,LONG,PUT,-0.2000
659,ase_pt_c3b3676b3dca4053,LONG,PUT,-0.2000
667,ase_pt_f22e95e154d94408,LONG,PUT,-0.2000
671,ase_pt_6238c50e54c64833,SHORT,PUT,-0.2000
424,ase_pt_e4fbd56c2fba44d5,LONG,PUT,-0.2000
2057,ase_pt_f0cf4e295eb34ac4,SHORT,PUT,-0.2000
2182,ase_pt_3f2458b9297a4ad0,LONG,PUT,-0.2000
143,ase_pt_36741c707c0f4b62,SHORT,PUT,-0.2000
145,ase_pt_bf38b5588ca045ca,LONG,PUT,-0.2000
399,ase_pt_f756f793419d420f,LONG,PUT,-0.2000
713,ase_pt_3c3d96cd00fa4b9f,LONG,PUT,-0.2000
715,ase_pt_e2d687d64f954cd6,SHORT,PUT,-0.2000
1480,ase_pt_d1c575613d644f6d,SHORT,PUT,-0.2000
395,ase_pt_6eeb91756b384821,SHORT,PUT,-0.2000
719,ase_pt_b0bae41a8b684f02,LONG,PUT,-0.2000
2045,ase_pt_19b4607ee28b4e4b,SHORT,PUT,-0.2000
393,ase_pt_9aa23c0340c74068,LONG,PUT,-0.2000
197,ase_pt_79e593a33bc8450e,SHORT,PUT,-0.2000
1490,ase_pt_4ddf72645e174fe1,SHORT,PUT,-0.2000
744,ase_pt_5a58675379e94007,LONG,PUT,-0.2000
2068,ase_pt_c693893a29cf4a5c,LONG,PUT,-0.2000
1197,ase_pt_c1cb14c33f0a40db,SHORT,PUT,-0.2000
237,ase_pt_c7a2f3b519e24441,SHORT,PUT,-0.2000
1508,ase_pt_57db029c27af45e3,LONG,PUT,-0.2000
351,ase_pt_fb84854ccb4f40ab,SHORT,PUT,-0.2000
347,ase_pt_a1c8e3c5b81941d4,LONG,PUT,-0.2000
1359,ase_pt_ea4be73d23ee4956,LONG,PUT,-0.2000
783,ase_pt_36c1bab4acbe416d,SHORT,PUT,-0.2000
785,ase_pt_072d99d8825b437b,LONG,PUT,-0.2000
1185,ase_pt_2b871389c3f94b23,LONG,PUT,-0.2000
1520,ase_pt_44e3a8804a2a4988,SHORT,PUT,-0.2000
339,ase_pt_7c43d64b976b406e,LONG,PUT,-0.2000
323,ase_pt_2a71b6dad9324f42,SHORT,PUT,-0.2000
801,ase_pt_5dc715014dd84a43,LONG,PUT,-0.2000
310,ase_pt_41fa6adf243d4784,LONG,PUT,-0.2000
299,ase_pt_e8ac703556ed4ca8,SHORT,PUT,-0.2000
1955,ase_pt_c940efd2a9954b9d,SHORT,PUT,-0.2000
837,ase_pt_34b7749cae3b494d,SHORT,PUT,-0.2000
287,ase_pt_2af95b3f1e834dbb,SHORT,PUT,-0.2000
1167,ase_pt_b73e0508eca949e8,SHORT,PUT,-0.2000
282,ase_pt_32be02a6f8b348be,LONG,PUT,-0.2000
1384,ase_pt_e2570da6158e4bf8,LONG,PUT,-0.2000
847,ase_pt_78bec6a96d964fd6,SHORT,PUT,-0.2000
1965,ase_pt_97bde6ee96964044,SHORT,PUT,-0.2000
865,ase_pt_6380627d787b417b,LONG,PUT,-0.2000
1157,ase_pt_3ba61bac1a2f4d53,SHORT,PUT,-0.2000
1862,ase_pt_0910e43b7e134256,LONG,PUT,-0.2000
2151,ase_pt_b816b72e7a2f46dc,LONG,PUT,-0.2000
2081,ase_pt_5060831c6ba74a92,SHORT,PUT,-0.2000
1311,ase_pt_c90f2d4483524cf3,SHORT,PUT,-0.2000
877,ase_pt_1efc5e19f4d2470b,SHORT,PUT,-0.2000
1837,ase_pt_6e3199cc0c054c4a,LONG,PUT,-0.2000
527,ase_pt_130a27a8cb9745ba,SHORT,PUT,-0.2000
1833,ase_pt_ae94e90407ed4ee8,SHORT,PUT,-0.2000
1831,ase_pt_8866dcbf077e4891,LONG,PUT,-0.2000
2153,ase_pt_9403ce850be042b9,SHORT,PUT,-0.2000
1581,ase_pt_5d475d0436df49e3,SHORT,PUT,-0.2000
922,ase_pt_ff3f24f24b8e45f4,LONG,PUT,-0.2000
1583,ase_pt_90b15fbbc1784cbe,LONG,PUT,-0.2000
927,ase_pt_762319e20bcf4980,SHORT,PUT,-0.2000
1307,ase_pt_5208c296a9d047a4,LONG,PUT,-0.2000
517,ase_pt_db747bae239b4a97,SHORT,PUT,-0.2000
939,ase_pt_6902ab81fd5c473c,SHORT,PUT,-0.2000
1599,ase_pt_1a312a5f3dae490c,LONG,PUT,-0.2000
1121,ase_pt_dcf739fea6c346c2,LONG,PUT,-0.2000
1789,ase_pt_efb8edaa521b47e8,SHORT,PUT,-0.2000
950,ase_pt_c985b0ea78c349bf,LONG,PUT,-0.2000
1785,ase_pt_471b2b947e7240f9,LONG,PUT,-0.2000
602,ase_pt_bb9a1f6f28054353,LONG,PUT,-0.2000
1299,ase_pt_5b1ade8a47a2427c,LONG,PUT,-0.2000
1777,ase_pt_d5cd7abcf3714a9e,LONG,PUT,-0.2000
963,ase_pt_d742e132255243af,SHORT,PUT,-0.2000
1761,ase_pt_bfcbb0e9be454d9a,SHORT,PUT,-0.2000
979,ase_pt_98a9900391574b3c,LONG,PUT,-0.2000
607,ase_pt_efa0f89d97a54617,SHORT,PUT,-0.2000
1105,ase_pt_44cb1b0418044113,LONG,PUT,-0.2000
987,ase_pt_963783dd4e834ad5,LONG,PUT,-0.2000
1983,ase_pt_cc391a931e4f47f4,LONG,PUT,-0.2000
97,ase_pt_d08c204af0aa4d79,SHORT,PUT,-0.2200
72,ase_pt_bdd79945f43049f0,SHORT,PUT,-0.2200
47,ase_pt_341bcf3e6977437d,SHORT,PUT,-0.2200
2129,ase_pt_c41a7642575b484e,LONG,PUT,-0.2500
2061,ase_pt_a41cbde2d94b40f5,SHORT,PUT,-0.2500
696,ase_pt_071c68cb9fa54058,SHORT,PUT,-0.2500
1814,ase_pt_44733944cf074383,SHORT,PUT,-0.2500
959,ase_pt_10e90105a8cd4fd0,SHORT,PUT,-0.2500
1016,ase_pt_496875cb2f7d476e,SHORT,PUT,-0.2500
567,ase_pt_d416f4b7532c415c,LONG,PUT,-0.2500
1584,ase_pt_4a739bd10d40478e,SHORT,PUT,-0.2500
691,ase_pt_e0dcd7cfa0434bf4,LONG,PUT,-0.2500
615,ase_pt_a8b9f5ecf5284755,SHORT,PUT,-0.2500
146,ase_pt_40905bcdfaae4348,SHORT,PUT,-0.2500
1975,ase_pt_9c0bca498cd943c1,LONG,PUT,-0.2500
1279,ase_pt_d63b61e91c314a4f,SHORT,PUT,-0.2500
217,ase_pt_072a3bfdbe32476a,LONG,PUT,-0.2500
1733,ase_pt_c13e4aa9be584415,SHORT,PUT,-0.2500
1741,ase_pt_937913978a7345bf,SHORT,PUT,-0.2500
887,ase_pt_5531bb51b3f046e0,LONG,PUT,-0.2500
2005,ase_pt_e9774f4255124adc,LONG,PUT,-0.2500
1757,ase_pt_01cb82e33a8c4e04,SHORT,PUT,-0.2500
1685,ase_pt_75bb9bbffddc42a9,LONG,PUT,-0.2500
537,ase_pt_ff5e137172e74047,LONG,PUT,-0.2500
1809,ase_pt_e765019aac214b30,LONG,PUT,-0.2500
786,ase_pt_13ff268f37fb45d6,SHORT,PUT,-0.2500
639,ase_pt_949f8a36d9124d7b,SHORT,PUT,-0.2500
1177,ase_pt_488e81b05e3546f2,LONG,PUT,-0.2500
2134,ase_pt_8e69571ed93942dd,SHORT,PUT,-0.2500
1530,ase_pt_eae220cc91eb49ee,LONG,PUT,-0.2500
319,ase_pt_0c5895db0d4c4a51,SHORT,PUT,-0.2500
2077,ase_pt_daf29f93819041a8,SHORT,PUT,-0.2500
466,ase_pt_dd6f5dcf3c9049ec,SHORT,PUT,-0.2500
1429,ase_pt_1a6d7d2e47dd4ead,SHORT,PUT,-0.2500
303,ase_pt_5b48b5fc0a3f40de,SHORT,PUT,-0.2500
935,ase_pt_bfcfa9b74a7841ec,SHORT,PUT,-0.2500
1336,ase_pt_c5be21acb3394fec,SHORT,PUT,-0.2500
295,ase_pt_651c3abf1f1f4b08,SHORT,PUT,-0.2500
371,ase_pt_1170d8dc89b04e2d,LONG,PUT,-0.2500
623,ase_pt_0e9c0584c7a24633,SHORT,PUT,-0.2500
1255,ase_pt_3bcc9c0b31ff49f3,SHORT,PUT,-0.2500
1655,ase_pt_5f73e4e368ee4c19,LONG,PUT,-0.2500
2053,ase_pt_a84f030dddc84b5c,SHORT,PUT,-0.2500
1500,ase_pt_ba7fa2bd655642a4,LONG,PUT,-0.2500
1106,ase_pt_4ef17b0e1c6546f6,SHORT,PUT,-0.2500
1263,ase_pt_70ff8734f7804dad,SHORT,PUT,-0.2500
376,ase_pt_e42209c2003d4359,SHORT,PUT,-0.2500
857,ase_pt_e8daada75c2d4937,LONG,PUT,-0.2500
1904,ase_pt_45c6ec985311418b,SHORT,PUT,-0.2500
247,ase_pt_f7e0e8d95161439f,LONG,PUT,-0.2500
943,ase_pt_1ec92c1858a942b5,SHORT,PUT,-0.2500
1207,ase_pt_7c3ef7e616e149da,LONG,PUT,-0.2500
1011,ase_pt_c8dd09199fb94cf3,LONG,PUT,-0.2500
1331,ase_pt_236c6d4d2d11491a,LONG,PUT,-0.2500
406,ase_pt_40462d8d32c14ee9,SHORT,PUT,-0.2800
726,ase_pt_752066dea78b41bf,SHORT,PUT,-0.2800
56,ase_pt_1c70e2ed36e748c0,SHORT,PUT,-0.2800
1366,ase_pt_01eead446acc456b,SHORT,PUT,-0.2800
81,ase_pt_6cb43827aca54901,SHORT,PUT,-0.2800
1046,ase_pt_8b9f1e603d544491,SHORT,PUT,-0.2800
1844,ase_pt_e0d7f801595e436e,SHORT,PUT,-0.2800
2164,ase_pt_a96a5356fe294b6a,SHORT,PUT,-0.2800
106,ase_pt_e5231e71990f4568,SHORT,PUT,-0.2800
1771,ase_pt_19ab29c2e07f4f23,LONG,PUT,-0.3000
1360,ase_pt_a81db8b53b0a4269,LONG,PUT,-0.3000
1342,ase_pt_241e62fb9dec48f7,SHORT,PUT,-0.3000
1318,ase_pt_8d272733b82b486a,SHORT,PUT,-0.3000
2037,ase_pt_793e28749bc24fce,SHORT,PUT,-0.3000
1300,ase_pt_4a42f6e79939477c,SHORT,PUT,-0.3000
1400,ase_pt_f7783f7e02854358,SHORT,PUT,-0.3000
2049,ase_pt_bfac9a1717b7484c,LONG,PUT,-0.3000
139,ase_pt_19d58ab0083c4d4e,SHORT,PUT,-0.3000
1293,ase_pt_6eecd7dc53e44088,LONG,PUT,-0.3000
1275,ase_pt_52d55444d36747a0,SHORT,PUT,-0.3000
1266,ase_pt_70ff8734f7804dad,LONG,PUT,-0.3000
1422,ase_pt_c95aee18709e452c,SHORT,PUT,-0.3000
1437,ase_pt_73e78dcd567f42e4,SHORT,PUT,-0.3000
1440,ase_pt_83538519e8064a9e,SHORT,PUT,-0.3000
1251,ase_pt_24bc62692c964244,LONG,PUT,-0.3000
1446,ase_pt_7a913eaa2e034493,SHORT,PUT,-0.3000
1239,ase_pt_f22691ef3d444fab,SHORT,PUT,-0.3000
1459,ase_pt_06138b3b65da4af9,SHORT,PUT,-0.3000
1460,ase_pt_06138b3b65da4af9,LONG,PUT,-0.3000
1472,ase_pt_1ca9d2bc3c954aa1,SHORT,PUT,-0.3000
117,ase_pt_426a457a5c514b82,SHORT,PUT,-0.3000
1484,ase_pt_c467febe9f4646de,SHORT,PUT,-0.3000
2064,ase_pt_a41cbde2d94b40f5,LONG,PUT,-0.3000
1196,ase_pt_c1cb14c33f0a40db,LONG,PUT,-0.3000
2073,ase_pt_17a87aa5b5ef41d5,SHORT,PUT,-0.3000
1519,ase_pt_44e3a8804a2a4988,LONG,PUT,-0.3000
1161,ase_pt_a56d6cd8ff234e19,SHORT,PUT,-0.3000
1555,ase_pt_145e7e156a714c6b,SHORT,PUT,-0.3000
1149,ase_pt_2e78f09475d34b9c,SHORT,PUT,-0.3000
1137,ase_pt_1acdccfce30940ea,LONG,PUT,-0.3000
1136,ase_pt_1acdccfce30940ea,SHORT,PUT,-0.3000
1577,ase_pt_046547bd9a204f91,SHORT,PUT,-0.3000
1592,ase_pt_9718d1dd9d2d406c,SHORT,PUT,-0.3000
1595,ase_pt_b3196782bca54c2f,SHORT,PUT,-0.3000
1123,ase_pt_297066db97404b77,SHORT,PUT,-0.3000
1601,ase_pt_b78de49d410c4b6a,SHORT,PUT,-0.3000
1117,ase_pt_e3723739cd9c4db8,SHORT,PUT,-0.3000
1114,ase_pt_80b9c058175a4c61,SHORT,PUT,-0.3000
1614,ase_pt_b0b1fcb3e5e440bf,SHORT,PUT,-0.3000
1615,ase_pt_b0b1fcb3e5e440bf,LONG,PUT,-0.3000
2091,ase_pt_392c2cc71b23483b,LONG,PUT,-0.3000
1627,ase_pt_4a733320cf6c430b,SHORT,PUT,-0.3000
1639,ase_pt_685e2dc764044b0a,SHORT,PUT,-0.3000
2098,ase_pt_41a973774616430c,SHORT,PUT,-0.3000
1099,ase_pt_5451fd35cf2d40c9,SHORT,PUT,-0.3000
154,ase_pt_01fef25551624710,SHORT,PUT,-0.3000
